Region,SubRegion,StudyArea,SurveyYear,BatchCode,SurveyIndex,SurveyDate,Latitude,Longitude,Management,StructureType,Family,ScientificName,CommonName,Trophic,FishLength,FishCount
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6522,8/31/2011,27.90572,-93.60375,FGBNMS,HARD                                              ,Pomacentridae,Chromis scotti,Purple Reeffish,PL ,3,23
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6522,8/31/2011,27.90572,-93.60375,FGBNMS,HARD                                              ,Pomacentridae,Stegastes adustus,Dusky Damselfish,H,3,23
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6522,8/31/2011,27.90572,-93.60375,FGBNMS,HARD                                              ,Pomacentridae,Stegastes diencaeus,Longfin Damselfish,H,3,4
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6522,8/31/2011,27.90572,-93.60375,FGBNMS,HARD                                              ,Pomacentridae,Stegastes diencaeus,Longfin Damselfish,H,7.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6522,8/31/2011,27.90572,-93.60375,FGBNMS,HARD                                              ,Pomacentridae,Stegastes partitus,Bicolor Damselfish,H,3,67
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6522,8/31/2011,27.90572,-93.60375,FGBNMS,HARD                                              ,Pomacentridae,Stegastes planifrons,Threespot Damselfish,I,3,29
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6522,8/31/2011,27.90572,-93.60375,FGBNMS,HARD                                              ,Pomacentridae,Stegastes variabilis,Cocoa Damselfish,H,3,314
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6522,8/31/2011,27.90572,-93.60375,FGBNMS,HARD                                              ,Serranidae,Epinephelus adscensionis,Rock Hind,I,12.5,2
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6522,8/31/2011,27.90572,-93.60375,FGBNMS,HARD                                              ,Serranidae,Epinephelus adscensionis,Rock Hind,I,40,1
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6522,8/31/2011,27.90572,-93.60375,FGBNMS,HARD                                              ,Serranidae,Epinephelus guttatus,Red Hind,I,40,1
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6522,8/31/2011,27.90572,-93.60375,FGBNMS,HARD                                              ,Serranidae,Mycteroperca bonaci,Black Grouper,P,50,1
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6522,8/31/2011,27.90572,-93.60375,FGBNMS,HARD                                              ,Serranidae,Mycteroperca interstitialis,Yellowmouth Grouper,P,12.5,2
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6522,8/31/2011,27.90572,-93.60375,FGBNMS,HARD                                              ,Serranidae,Mycteroperca tigris,Tiger Grouper,P,50,1
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6522,8/31/2011,27.90572,-93.60375,FGBNMS,HARD                                              ,Serranidae,Paranthias furcifer,Atlantic Creolefish,PL,22.5,1230
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6522,8/31/2011,27.90572,-93.60375,FGBNMS,HARD                                              ,Tetraodontidae,Canthigaster rostrata,Sharpnose Puffer,I,3,42
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus bahianus,ocean Surgeonfish,H,22.5,3
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,12.5,5
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Blenniidae,Parablennius marmoreus,Seaweed Blenny,I,3,14
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Carangidae,Seriola dumerili,Greater Amberjack,P,27.5,2
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Chaetodontidae,Chaetodon sedentarius,Reef Butterflyfish,I,12.5,2
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Gobiidae,Elacatinus oceanops,Neon Goby,I ,3,4
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Labridae,Bodianus pulchellus,Spotfin Hogfish,I ,3,7
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Labridae,Bodianus rufus,Spanish Hogfish,I,3,5
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Labridae,Bodianus rufus,Spanish Hogfish,I,17.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Labridae,Scarus taeniopterus,Princess Parrotfish,H,3,8
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Labridae,Scarus taeniopterus,Princess Parrotfish,H,17.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Labridae,Sparisoma atomarium,Greenblotch Parrotfish,H,3,6
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Labridae,Sparisoma atomarium,Greenblotch Parrotfish,H,7.5,4
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Labridae,Sparisoma aurofrenatum,Redband Parrotfish,H,3,3
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Labridae,Sparisoma aurofrenatum,Redband Parrotfish,H,7.5,2
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Labridae,Sparisoma viride,Stoplight Parrotfish,H,3,2
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Labridae,Sparisoma viride,Stoplight Parrotfish,H,7.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Labridae,Thalassoma bifasciatum,Bluehead,I,3,36
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Labridae,Thalassoma bifasciatum,Bluehead,I,12.5,4
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Lutjanidae,Lutjanus jocu,Dog Snapper,P,32.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Lutjanidae,Lutjanus jocu,Dog Snapper,P,40,1
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Mullidae,Pseudupeneus maculatus,Spotted Goatfish,I ,17.5,2
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Pomacanthidae,Holacanthus tricolor,Rock Beauty,I,12.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Pomacentridae,Chromis cyanea,Blue Chromis,PL,3,9
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Pomacentridae,Chromis insolata,Sunshinefish,PL ,3,63
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Pomacentridae,Chromis multilineata,Brown Chromis,I,3,7
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Pomacentridae,Chromis scotti,Purple Reeffish,PL ,3,20
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Pomacentridae,Stegastes variabilis,Cocoa Damselfish,H,3,26
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Serranidae,Cephalopholis cruentata,Graysby,P,12.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Serranidae,Epinephelus adscensionis,Rock Hind,I,17.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Serranidae,Epinephelus adscensionis,Rock Hind,I,22.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Serranidae,Mycteroperca bonaci,Black Grouper,P,17.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Serranidae,Mycteroperca interstitialis,Yellowmouth Grouper,P,17.5,1
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBT-0809-1100,6523,9/1/2011,27.90711,-93.59621,FGBNMS,HARD                                              ,Serranidae,Mycteroperca phenax,Scamp,P,27.5,1
