Region,SubRegion,StudyArea,SurveyYear,BatchCode,SurveyIndex,SurveyDate,Latitude,Longitude,Management,StructureType,Taxon,PercentCover,DiseasedCover,BleachedCover,Height,Individuals
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6352,8/3/2011,27.87314,-93.82246,FGBNMS,HARD                                              ,Orbicella franksi,38.125,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6352,8/3/2011,27.87314,-93.82246,FGBNMS,HARD                                              ,Porites astreoides,1.5,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6352,8/3/2011,27.87314,-93.82246,FGBNMS,HARD                                              ,Scolymia spp,0.25,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6352,8/3/2011,27.87314,-93.82246,FGBNMS,HARD                                              ,Siderastrea radians,1.75,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6353,8/3/2011,27.87314,-93.82196,FGBNMS,HARD                                              ,Crustose algae,8.75,,,0,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6353,8/3/2011,27.87314,-93.82196,FGBNMS,HARD                                              ,Fire coral,0.375,,,0,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6353,8/3/2011,27.87314,-93.82196,FGBNMS,HARD                                              ,Macroalgae,40.75,,,3,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6353,8/3/2011,27.87314,-93.82196,FGBNMS,HARD                                              ,Turf algae,0.375,,,0,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6353,8/3/2011,27.87314,-93.82196,FGBNMS,HARD                                              ,Upright sponges,0.875,,,1.25,0.5
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6353,8/3/2011,27.87314,-93.82196,FGBNMS,HARD                                              ,Agaricia spp,0.25,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6353,8/3/2011,27.87314,-93.82196,FGBNMS,HARD                                              ,Colpophyllia natans,0.125,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6353,8/3/2011,27.87314,-93.82196,FGBNMS,HARD                                              ,Pseudodiploria strigosa,1.3125,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6353,8/3/2011,27.87314,-93.82196,FGBNMS,HARD                                              ,Montastraea cavernosa,11.5,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6353,8/3/2011,27.87314,-93.82196,FGBNMS,HARD                                              ,Orbicella faveolata,0.25,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6353,8/3/2011,27.87314,-93.82196,FGBNMS,HARD                                              ,Orbicella franksi,2.75,0,2,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6353,8/3/2011,27.87314,-93.82196,FGBNMS,HARD                                              ,Porites astreoides,3.25,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6353,8/3/2011,27.87314,-93.82196,FGBNMS,HARD                                              ,Stephanocoenia intercepta,0.875,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6354,8/4/2011,27.87405,-93.82197,FGBNMS,HARD                                              ,Crustose algae,2.475,,,0,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6354,8/4/2011,27.87405,-93.82197,FGBNMS,HARD                                              ,Encrusting sponges,0.125,,,0,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6354,8/4/2011,27.87405,-93.82197,FGBNMS,HARD                                              ,Fire coral,1.25,,,0,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6354,8/4/2011,27.87405,-93.82197,FGBNMS,HARD                                              ,Macroalgae,51,,,8,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6354,8/4/2011,27.87405,-93.82197,FGBNMS,HARD                                              ,Turf algae,1.45,,,0,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6354,8/4/2011,27.87405,-93.82197,FGBNMS,HARD                                              ,Upright sponges,3.025,,,7.25,1.5
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6354,8/4/2011,27.87405,-93.82197,FGBNMS,HARD                                              ,Agaricia agaricites,0.85,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6354,8/4/2011,27.87405,-93.82197,FGBNMS,HARD                                              ,Pseudodiploria strigosa,19.5,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6354,8/4/2011,27.87405,-93.82197,FGBNMS,HARD                                              ,Madracis decactis,10.225,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6354,8/4/2011,27.87405,-93.82197,FGBNMS,HARD                                              ,Orbicella annularis,0.575,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6354,8/4/2011,27.87405,-93.82197,FGBNMS,HARD                                              ,Porites astreoides,1.65,0,0.175,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6354,8/4/2011,27.87405,-93.82197,FGBNMS,HARD                                              ,Scleractinia spp,0.075,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6354,8/4/2011,27.87405,-93.82197,FGBNMS,HARD                                              ,Stephanocoenia intercepta,5,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6355,8/3/2011,27.8727,-93.82145,FGBNMS,HARD                                              ,Crustose algae,3.25,,,0,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6355,8/3/2011,27.8727,-93.82145,FGBNMS,HARD                                              ,Fire coral,2.3,,,0,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6355,8/3/2011,27.8727,-93.82145,FGBNMS,HARD                                              ,Macroalgae,17.625,,,3.75,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6355,8/3/2011,27.8727,-93.82145,FGBNMS,HARD                                              ,Turf algae,2.5,,,0,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6355,8/3/2011,27.8727,-93.82145,FGBNMS,HARD                                              ,Agaricia agaricites,0.25,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6355,8/3/2011,27.8727,-93.82145,FGBNMS,HARD                                              ,Colpophyllia natans,2.75,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6355,8/3/2011,27.8727,-93.82145,FGBNMS,HARD                                              ,Pseudodiploria strigosa,0.5,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6355,8/3/2011,27.8727,-93.82145,FGBNMS,HARD                                              ,Madracis decactis,1.25,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6355,8/3/2011,27.8727,-93.82145,FGBNMS,HARD                                              ,Montastraea cavernosa,16.2,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6355,8/3/2011,27.8727,-93.82145,FGBNMS,HARD                                              ,Orbicella faveolata,24.675,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6355,8/3/2011,27.8727,-93.82145,FGBNMS,HARD                                              ,Orbicella franksi,19.5,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6355,8/3/2011,27.8727,-93.82145,FGBNMS,HARD                                              ,Mussa angulosa,3,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6355,8/3/2011,27.8727,-93.82145,FGBNMS,HARD                                              ,Porites astreoides,2.575,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6355,8/3/2011,27.8727,-93.82145,FGBNMS,HARD                                              ,Scolymia cubensis,0.125,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6355,8/3/2011,27.8727,-93.82145,FGBNMS,HARD                                              ,Stephanocoenia intercepta,3.5,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6356,8/4/2011,27.87405,-93.82146,FGBNMS,HARD                                              ,Crustose algae,3.625,,,0,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6356,8/4/2011,27.87405,-93.82146,FGBNMS,HARD                                              ,Fire coral,2.25,,,0,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6356,8/4/2011,27.87405,-93.82146,FGBNMS,HARD                                              ,Macroalgae,12.75,,,2,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6356,8/4/2011,27.87405,-93.82146,FGBNMS,HARD                                              ,Turf algae,0.75,,,0,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6356,8/4/2011,27.87405,-93.82146,FGBNMS,HARD                                              ,Upright sponges,6.25,,,17.5,0.25
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6356,8/4/2011,27.87405,-93.82146,FGBNMS,HARD                                              ,Agaricia spp,0.0625,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6356,8/4/2011,27.87405,-93.82146,FGBNMS,HARD                                              ,Pseudodiploria strigosa,18.125,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6356,8/4/2011,27.87405,-93.82146,FGBNMS,HARD                                              ,Madracis decactis,0.0625,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6356,8/4/2011,27.87405,-93.82146,FGBNMS,HARD                                              ,Porites astreoides,1.375,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6356,8/4/2011,27.87405,-93.82146,FGBNMS,HARD                                              ,Siderastrea siderea,9.25,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6356,8/4/2011,27.87405,-93.82146,FGBNMS,HARD                                              ,Stephanocoenia intercepta,0.3125,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6357,8/4/2011,27.8727,-93.82094,FGBNMS,HARD                                              ,Crustose algae,28.25,,,0,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6357,8/4/2011,27.8727,-93.82094,FGBNMS,HARD                                              ,Encrusting sponges,0.375,,,0,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6357,8/4/2011,27.8727,-93.82094,FGBNMS,HARD                                              ,Fire coral,0.125,,,0,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6357,8/4/2011,27.8727,-93.82094,FGBNMS,HARD                                              ,Macroalgae,0.25,,,2.5,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6357,8/4/2011,27.8727,-93.82094,FGBNMS,HARD                                              ,Colpophyllia natans,0.75,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6357,8/4/2011,27.8727,-93.82094,FGBNMS,HARD                                              ,Pseudodiploria strigosa,1.25,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6357,8/4/2011,27.8727,-93.82094,FGBNMS,HARD                                              ,Orbicella annularis complex,22.875,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6357,8/4/2011,27.8727,-93.82094,FGBNMS,HARD                                              ,Montastraea cavernosa,4.5,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6357,8/4/2011,27.8727,-93.82094,FGBNMS,HARD                                              ,Orbicella franksi,31.125,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6357,8/4/2011,27.8727,-93.82094,FGBNMS,HARD                                              ,Mussa angulosa,1.375,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6357,8/4/2011,27.8727,-93.82094,FGBNMS,HARD                                              ,Porites astreoides,2.25,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6357,8/4/2011,27.8727,-93.82094,FGBNMS,HARD                                              ,Scolymia spp,0.125,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6357,8/4/2011,27.8727,-93.82094,FGBNMS,HARD                                              ,Siderastrea radians,0.5,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6358,8/4/2011,27.87316,-93.81992,FGBNMS,HARD                                              ,Crustose algae,1.875,,,0,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6358,8/4/2011,27.87316,-93.81992,FGBNMS,HARD                                              ,Encrusting sponges,0.25,,,0,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6358,8/4/2011,27.87316,-93.81992,FGBNMS,HARD                                              ,Fire coral,0.5,,,0,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6358,8/4/2011,27.87316,-93.81992,FGBNMS,HARD                                              ,Macroalgae,20.45,,,2.75,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6358,8/4/2011,27.87316,-93.81992,FGBNMS,HARD                                              ,Turf algae,16,,,0,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6358,8/4/2011,27.87316,-93.81992,FGBNMS,HARD                                              ,Upright sponges,0.3,,,2.5,0.75
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6358,8/4/2011,27.87316,-93.81992,FGBNMS,HARD                                              ,Colpophyllia natans,0.875,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6358,8/4/2011,27.87316,-93.81992,FGBNMS,HARD                                              ,Pseudodiploria strigosa,20.25,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6358,8/4/2011,27.87316,-93.81992,FGBNMS,HARD                                              ,Madracis decactis,0.25,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6358,8/4/2011,27.87316,-93.81992,FGBNMS,HARD                                              ,Montastraea cavernosa,3.125,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6358,8/4/2011,27.87316,-93.81992,FGBNMS,HARD                                              ,Orbicella faveolata,1,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6358,8/4/2011,27.87316,-93.81992,FGBNMS,HARD                                              ,Orbicella franksi,28.75,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6358,8/4/2011,27.87316,-93.81992,FGBNMS,HARD                                              ,Porites astreoides,4.75,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6358,8/4/2011,27.87316,-93.81992,FGBNMS,HARD                                              ,Stephanocoenia intercepta,1.625,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6359,8/4/2011,27.87497,-93.81944,FGBNMS,HARD                                              ,Crustose algae,5.75,,,0,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6359,8/4/2011,27.87497,-93.81944,FGBNMS,HARD                                              ,Encrusting sponges,1.25,,,0,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6359,8/4/2011,27.87497,-93.81944,FGBNMS,HARD                                              ,Macroalgae,16.75,,,4.75,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6359,8/4/2011,27.87497,-93.81944,FGBNMS,HARD                                              ,Turf algae,4.75,,,0,0
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6359,8/4/2011,27.87497,-93.81944,FGBNMS,HARD                                              ,Upright sponges,0.5,,,1.75,0.5
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6359,8/4/2011,27.87497,-93.81944,FGBNMS,HARD                                              ,Agaricia agaricites,0.375,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6359,8/4/2011,27.87497,-93.81944,FGBNMS,HARD                                              ,Pseudodiploria strigosa,1.5,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6359,8/4/2011,27.87497,-93.81944,FGBNMS,HARD                                              ,Madracis decactis,1.375,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6359,8/4/2011,27.87497,-93.81944,FGBNMS,HARD                                              ,Montastraea cavernosa,0.5,0,0,,
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6359,8/4/2011,27.87497,-93.81944,FGBNMS,HARD                                              ,Orbicella faveolata,5.75,0,0,,
