Region,SubRegion,StudyArea,SurveyYear,BatchCode,SurveyIndex,SurveyDate,Latitude,Longitude,Management,StructureType,Richness
Gulf of Mexico,Flower Garden Banks,West Bank,2010,GULF-FGBS-0900-1000,5945,9/12/2010,27.87319,-93.81384,FGBNMS,HARD                                              ,29
Gulf of Mexico,Flower Garden Banks,West Bank,2010,GULF-FGBS-0900-1000,5946,9/13/2010,27.87406,-93.82044,FGBNMS,HARD                                              ,26
Gulf of Mexico,Flower Garden Banks,West Bank,2010,GULF-FGBS-0900-1000,5947,9/12/2010,27.87545,-93.81334,FGBNMS,HARD                                              ,24
Gulf of Mexico,Flower Garden Banks,West Bank,2010,GULF-FGBS-0900-1000,5948,9/12/2010,27.87363,-93.81638,FGBNMS,HARD                                              ,24
Gulf of Mexico,Flower Garden Banks,West Bank,2010,GULF-FGBS-0900-1000,5949,9/13/2010,27.87407,-93.81892,FGBNMS,HARD                                              ,31
Gulf of Mexico,Flower Garden Banks,West Bank,2010,GULF-FGBS-0900-1000,5950,9/13/2010,27.8764,-93.81595,FGBNMS,HARD                                              ,21
Gulf of Mexico,Flower Garden Banks,West Bank,2010,GULF-FGBS-0900-1000,5951,9/13/2010,27.87543,-93.81689,FGBNMS,HARD                                              ,26
Gulf of Mexico,Flower Garden Banks,West Bank,2010,GULF-FGBS-0900-1000,5952,9/13/2010,27.87497,-93.81841,FGBNMS,HARD                                              ,28
Gulf of Mexico,Flower Garden Banks,West Bank,2010,GULF-FGBS-0900-1000,5953,9/12/2010,27.87498,-93.81638,FGBNMS,HARD                                              ,26
Gulf of Mexico,Flower Garden Banks,West Bank,2010,GULF-FGBS-0900-1000,5954,9/12/2010,27.87409,-93.81536,FGBNMS,HARD                                              ,32
Gulf of Mexico,Flower Garden Banks,West Bank,2010,GULF-FGBS-0900-1000,5955,9/13/2010,27.875,-93.81946,FGBNMS,HARD                                              ,32
Gulf of Mexico,Flower Garden Banks,West Bank,2010,GULF-FGBS-0900-1000,5956,9/13/2010,27.87271,-93.82249,FGBNMS,HARD                                              ,22
Gulf of Mexico,Flower Garden Banks,West Bank,2010,GULF-FGBS-0900-1000,5957,9/12/2010,27.87322,-93.81486,FGBNMS,HARD                                              ,18
Gulf of Mexico,Flower Garden Banks,West Bank,2010,GULF-FGBS-0900-1000,5958,9/12/2010,27.87505,-93.81439,FGBNMS,HARD                                              ,23
Gulf of Mexico,Flower Garden Banks,West Bank,2010,GULF-FGBS-0900-1000,5959,9/13/2010,27.87224,-93.82297,FGBNMS,HARD                                              ,25
Gulf of Mexico,Flower Garden Banks,West Bank,2010,GULF-FGBS-0900-1000,5960,9/13/2010,27.87456,-93.81181,FGBNMS,HARD                                              ,25
Gulf of Mexico,Flower Garden Banks,West Bank,2010,GULF-FGBS-0900-1000,5961,9/13/2010,27.87369,-93.81184,FGBNMS,HARD                                              ,29
