Region,SubRegion,StudyArea,SurveyYear,BatchCode,SurveyIndex,SurveyDate,Latitude,Longitude,Management,StructureType,Family,ScientificName,CommonName,Trophic,a,b,Biomass,FishSize
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4194,9/10/2007,27.9059,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus pulchellus,Spotfin Hogfish,I ,0.0145,3.053,13.61,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4193,9/11/2007,27.91042,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus pulchellus,Spotfin Hogfish,I ,0.0145,3.053,0.83,3
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4190,9/11/2007,27.90906,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus pulchellus,Spotfin Hogfish,I ,0.0145,3.053,6.81,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4201,9/9/2007,27.90456,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus pulchellus,Spotfin Hogfish,I ,0.0145,3.053,129.51,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4206,9/10/2007,27.90817,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus pulchellus,Spotfin Hogfish,I ,0.0145,3.053,0.41,3
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4206,9/10/2007,27.90817,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus rufus,Spanish Hogfish,I,0.0145,3.053,32.38,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4205,9/9/2007,27.90591,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus rufus,Spanish Hogfish,I,0.0145,3.053,0.83,3
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4205,9/9/2007,27.90591,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus rufus,Spanish Hogfish,I,0.0145,3.053,6.81,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4207,9/11/2007,27.91314,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus rufus,Spanish Hogfish,I,0.0145,3.053,0.83,3
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4207,9/11/2007,27.91314,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus rufus,Spanish Hogfish,I,0.0145,3.053,20.42,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4208,9/9/2007,27.90592,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus rufus,Spanish Hogfish,I,0.0145,3.053,13.61,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4197,9/10/2007,27.90906,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus rufus,Spanish Hogfish,I,0.0145,3.053,61.26,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4197,9/10/2007,27.90906,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus rufus,Spanish Hogfish,I,0.0145,3.053,64.75,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4197,9/10/2007,27.90906,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus rufus,Spanish Hogfish,I,0.0145,3.053,90.44,17.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4200,9/11/2007,27.90997,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus rufus,Spanish Hogfish,I,0.0145,3.053,0.41,3
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4200,9/11/2007,27.90997,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus rufus,Spanish Hogfish,I,0.0145,3.053,20.42,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4200,9/11/2007,27.90997,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus rufus,Spanish Hogfish,I,0.0145,3.053,32.38,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4203,9/10/2007,27.90726,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus rufus,Spanish Hogfish,I,0.0145,3.053,2.07,3
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4203,9/10/2007,27.90726,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus rufus,Spanish Hogfish,I,0.0145,3.053,34.03,7.5
