Region,SubRegion,StudyArea,SurveyYear,BatchCode,SurveyIndex,SurveyDate,Latitude,Longitude,Management,StructureType,Family,ScientificName,CommonName,Trophic,a,b,Biomass,FishSize
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7041,9/5/2012,27.87543,-93.81639,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus chirurgus,Doctorfish,H,0.0225,3,87.89,12.5
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7054,9/6/2012,27.87314,-93.82298,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus chirurgus,Doctorfish,H,0.0225,3,0.61,3
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7041,9/5/2012,27.87543,-93.81639,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,119.14,12.5
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7039,9/5/2012,27.87543,-93.81741,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,347.41,22.5
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7034,9/6/2012,27.87496,-93.81994,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,357.42,12.5
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7037,9/6/2012,27.87317,-93.81739,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,1042.24,22.5
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7038,9/6/2012,27.87362,-93.81739,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,59.57,12.5
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7042,9/6/2012,27.87409,-93.81536,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,178.71,12.5
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7045,9/6/2012,27.87499,-93.81486,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,119.14,12.5
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7044,9/5/2012,27.87364,-93.81485,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,25.73,7.5
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7044,9/5/2012,27.87364,-93.81485,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,178.71,12.5
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7049,9/6/2012,27.8759,-93.81436,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,653.84,17.5
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7047,9/6/2012,27.87635,-93.81487,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,59.57,12.5
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7047,9/6/2012,27.87635,-93.81487,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,163.46,17.5
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7046,9/6/2012,27.87589,-93.81487,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,11.53,3
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7046,9/6/2012,27.87589,-93.81487,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,25.73,7.5
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7053,9/6/2012,27.87269,-93.82297,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,653.84,17.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,7024,9/4/2012,27.90509,-93.59631,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,490.38,17.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,7023,9/4/2012,27.90463,-93.59682,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,25.73,7.5
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7025,9/6/2012,27.87269,-93.82246,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,59.57,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,7019,9/4/2012,27.91815,-93.60249,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,163.46,17.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,7021,9/3/2012,27.9123,-93.59839,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,297.85,12.5
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7036,9/5/2012,27.87543,-93.81791,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,0.82,3
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7036,9/5/2012,27.87543,-93.81791,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,59.57,12.5
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7036,9/5/2012,27.87543,-93.81791,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,163.46,17.5
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7035,9/6/2012,27.87452,-93.8179,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,59.57,12.5
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7033,9/5/2012,27.87361,-93.81993,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,3.29,3
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7029,9/7/2012,27.8745,-93.82197,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,326.92,17.5
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7028,9/7/2012,27.8736,-93.82196,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,25.73,7.5
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7030,9/7/2012,27.8727,-93.82145,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,163.46,17.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,6990,9/4/2012,27.91138,-93.60143,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,25.73,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,6989,9/3/2012,27.90913,-93.60142,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,25.73,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,6988,9/5/2012,27.90777,-93.60141,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,416.99,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,6987,9/4/2012,27.90687,-93.6014,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,25.73,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,6987,9/4/2012,27.90687,-93.6014,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,178.71,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,6982,9/4/2012,27.91002,-93.60294,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,0.82,3
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,6983,9/5/2012,27.90777,-93.60242,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,163.46,17.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,6984,9/5/2012,27.90506,-93.6019,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,51.47,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,6985,9/4/2012,27.90642,-93.60191,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,119.14,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,6985,9/4/2012,27.90642,-93.60191,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,163.46,17.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,6993,9/4/2012,27.91093,-93.60092,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,490.38,17.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,6993,9/4/2012,27.91093,-93.60092,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,1047.01,32.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,6986,9/4/2012,27.91951,-93.60198,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,163.46,17.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,6992,9/3/2012,27.90868,-93.60091,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,238.28,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,6991,9/5/2012,27.90823,-93.60091,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,12.87,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,6991,9/5/2012,27.90823,-93.60091,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,163.46,17.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,6998,9/5/2012,27.90643,-93.59988,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,119.14,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,6995,9/5/2012,27.90778,-93.6004,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,357.42,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,6995,9/5/2012,27.90778,-93.6004,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,163.46,17.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,6996,9/3/2012,27.91229,-93.60042,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,1.65,3
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,6996,9/3/2012,27.91229,-93.60042,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,25.73,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,7011,9/4/2012,27.90598,-93.59835,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,297.85,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,7010,9/3/2012,27.9123,-93.59889,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,163.46,17.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,7009,9/3/2012,27.91185,-93.59889,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,59.57,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,7009,9/3/2012,27.91185,-93.59889,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,163.46,17.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,7014,9/3/2012,27.9096,-93.59786,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,119.14,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,7014,9/3/2012,27.9096,-93.59786,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,326.92,17.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,7012,9/4/2012,27.90689,-93.59785,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,238.28,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,7013,9/4/2012,27.90779,-93.59785,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,12.87,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,7013,9/4/2012,27.90779,-93.59785,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,297.85,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,7007,9/4/2012,27.90779,-93.59887,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,0.82,3
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,7007,9/4/2012,27.90779,-93.59887,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,178.71,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,7007,9/4/2012,27.90779,-93.59887,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,163.46,17.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,7006,9/3/2012,27.91275,-93.5994,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,476.56,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,7005,9/3/2012,27.9123,-93.5994,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,25.73,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,7004,9/4/2012,27.90959,-93.59939,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,0.82,3
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,7004,9/4/2012,27.90959,-93.59939,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,90.07,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,7003,9/3/2012,27.9132,-93.59991,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,12.87,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,7000,9/3/2012,27.91004,-93.5999,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,25.73,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2012,GULF-FGBS-0900-1200,7001,9/3/2012,27.91049,-93.5999,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,163.46,17.5
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7049,9/6/2012,27.8759,-93.81436,FGBNMS,HARD                                              ,Ostraciidae,Acanthostracion polygonius,Honeycomb Cowfish,I,0.0179,3,614.47,32.5
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7049,9/6/2012,27.8759,-93.81436,FGBNMS,HARD                                              ,Cirrhitidae,Amblycirrhitus pinos,Redspotted Hawkfish,I,0.0026,3.427,0.11,3
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7053,9/6/2012,27.87269,-93.82297,FGBNMS,HARD                                              ,Cirrhitidae,Amblycirrhitus pinos,Redspotted Hawkfish,I,0.0026,3.427,0.56,3
Gulf of Mexico,Flower Garden Banks,West Bank,2012,GULF-FGBS-0900-1200,7053,9/6/2012,27.87269,-93.82297,FGBNMS,HARD                                              ,Cirrhitidae,Amblycirrhitus pinos,Redspotted Hawkfish,I,0.0026,3.427,2.59,7.5
